code_iata,code_oaci,name,iso_country,latitude_deg,longitude_deg
SYV,KSYV,Sylvester Airport,US,31.558500289917,-83.895698547363
SZL,KSZL,Whiteman Air Force Base,US,38.730301,-93.547897
SZN,KSZN,Santa Cruz Island Airport,US,34.06007,-119.915229
SZP,KSZP,Santa Paula Airport,US,34.34719849,-119.060997
TBC,KT03,Tuba City Airport,US,36.091146,-111.38286
TAD,KTAD,Perry Stokes Airport,US,37.2593994141,-104.341003418
KTB,KTB,Thorne Bay Seaplane Base,US,55.682762,-132.532883
TBN,KTBN,Waynesville-St. Robert Regional Airport-Forney Field,US,37.7416,-92.140701
TBR,KTBR,Statesboro Bulloch County Airport,US,32.4827003479,-81.73690032959999
KTC,KTC,Katiola Airport,CI,8.132858,-5.06487
TCC,KTCC,Tucumcari Municipal Airport,US,35.182800293,-103.602996826
TCL,KTCL,Tuscaloosa National Airport,US,33.2206,-87.611397
TCM,KTCM,McChord Air Force Base,US,47.137699,-122.475998
TCS,KTCS,Truth or Consequences Municipal Airport,US,33.2369,-107.272003
TDO,KTDO,Ed Carlson Memorial Field South Lewis County Airport,US,46.4771995544,-122.805999756
TDW,KTDW,Tradewind Airport,US,35.1698989868,-101.825996399
TDZ,KTDZ,Toledo Executive Airport,US,41.56489944,-83.4822998
TEB,KTEB,Teterboro Airport,US,40.850101,-74.060799
TEX,KTEX,Telluride Regional Airport,US,37.9538,-107.907997
THA,KTHA,Tullahoma Regional Airport William Northern Field,US,35.3801,-86.246399
THM,KTHM,Thompson Falls Airport,US,47.573501586914,-115.28099822998
THV,KTHV,York Airport,US,39.917,-76.873001
TIK,KTIK,Tinker Air Force Base,US,35.4147,-97.386597
TIW,KTIW,Tacoma Narrows Airport,US,47.267407,-122.577295
TIX,KTIX,Space Coast Regional Airport,US,28.514799118042,-80.799201965332
KNT,KTKX,Kennett Memorial Airport,US,36.2258987427,-90.0365982056
TLH,KTLH,Tallahassee Regional Airport,US,30.3965,-84.350304
TLR,KTLR,Mefford Field,US,36.15629959,-119.3259964
TMA,KTMA,Henry Tift Myers Airport,US,31.4290008545,-83.4885025024
TMB,KTMB,Miami Executive Airport,US,25.6479,-80.4328
OTK,KTMK,Tillamook Airport,US,45.4182014465,-123.814002991
TNP,KTNP,Twentynine Palms Airport,US,34.133901,-115.947347
TNT,KTNT,Dade Collier Training and Transition Airport,US,25.861799240112,-80.897003173828
TNU,KTNU,Newton Municipal Airport,US,41.6744,-93.021698
XSD,KTNX,Tonopah Test Range Airport,US,37.7988014221,-116.78099823
TOA,KTOA,Zamperini Field,US,33.803398132324,-118.33999633789
TOC,KTOC,Toccoa Airport - R.G. Letourneau Field,US,34.5938,-83.295799
TOI,KTOI,Troy Municipal Airport at N Kenneth Campbell Field,US,31.860399,-86.012101
TOL,KTOL,Eugene F. Kranz Toledo Express Airport,US,41.5868,-83.8078
TOP,KTOP,Philip Billard Municipal Airport,US,39.069899,-95.622606
TOR,KTOR,Torrington Municipal Airport,US,42.0644989,-104.1529999
TPA,KTPA,Tampa International Airport,US,27.9755,-82.533203
TPF,KTPF,Peter O Knight Airport,US,27.915599822998,-82.44930267334
TPH,KTPH,Tonopah Airport,US,38.06019974,-117.086998
TPL,KTPL,Draughon Miller Central Texas Regional Airport,US,31.1525,-97.407799
TRI,KTRI,Tri-Cities Regional TN/VA Airport,US,36.475201,-82.407401
TKF,KTRK,Truckee Tahoe Airport,US,39.318628,-120.140562
TRL,KTRL,Terrell Municipal Airport,US,32.709202,-96.267403
TRM,KTRM,Jacqueline Cochran Regional Airport,US,33.62670135498,-116.16000366211
TRX,KTRX,Trenton Municipal Airport,US,40.0835,-93.590599
TSP,KTSP,Tehachapi Municipal Airport,US,35.134998321533,-118.43900299072
TTD,KTTD,Portland Troutdale Airport,US,45.54940032959,-122.40100097656
TTN,KTTN,Trenton Mercer Airport,US,40.276699,-74.813499
TUL,KTUL,Tulsa International Airport,US,36.19839859008789,-95.88809967041016
TUP,KTUP,Tupelo Regional Airport,US,34.26810073852539,-88.7698974609375
TUS,KTUS,Tucson International Airport / Morris Air National Guard Base,US,32.115004,-110.938053
TVC,KTVC,Cherry Capital Airport,US,44.74140167236328,-85.58219909667969
TVF,KTVF,Thief River Falls Regional Airport,US,48.065701,-96.184998
TVI,KTVI,Thomasville Regional Airport,US,30.901599884033,-83.881301879883
TVL,KTVL,Lake Tahoe Airport,US,38.89390182495117,-119.99500274658205
TWF,KTWF,Joslin Field Magic Valley Regional Airport,US,42.4818,-114.487999
TXK,KTXK,Texarkana Regional Airport (Webb Field),US,33.453701,-93.990997
TYZ,KTYL,Taylor Airport,US,34.45280075,-110.1149979
TYR,KTYR,Tyler Pounds Regional Airport,US,32.35409927368164,-95.40239715576172
TYS,KTYS,McGhee Tyson Airport,US,35.811001,-83.994003
BFG,KU07,Bullfrog Basin Airport,US,37.547827,-110.712898
NPH,KU14,J. Randy McKnight Nephi Municipal Airport,US,39.73681,-111.870063
RVR,KU34,Green River Municipal Airport,US,38.9613990784,-110.226997375
PNU,KU55,Panguitch Municipal Airport,US,37.84519958,-112.3919983
ICS,KU70,Cascade Airport,US,44.4938011169,-116.01599884
UBS,KUBS,Columbus Lowndes County Airport,US,33.4654006958,-88.3803024292
UCY,KUCY,Everett-Stewart Regional Airport,US,36.38180161,-88.98539734
UDD,KUDD,Bermuda Dunes Airport,US,33.748492,-116.275027
UES,KUES,Waukesha County Airport,US,43.041000366211,-88.237098693848
UGN,KUGN,Waukegan National Airport,US,42.422199249268,-87.867897033691
UIL,KUIL,Quillayute Airport,US,47.936599731445,-124.56300354004
UIN,KUIN,Quincy Regional Airport Baldwin Field,US,39.942699,-91.194603
IKB,KUKF,Wilkes County Airport,US,36.2228012085,-81.09829711910001
UKI,KUKI,Ukiah Municipal Airport,US,39.125999,-123.200996
UKT,KUKT,Quakertown Airport,US,40.4352,-75.381897
ULM,KULM,New Ulm Municipal Airport,US,44.319599151611,-94.502296447754
ATO,KUNI,Ohio University Airport,US,39.211839,-82.22949
UNU,KUNU,Dodge County Airport,US,43.42660141,-88.70320129
SCE,KUNV,State College Regional Airport,US,40.849374,-77.84852
UOS,KUOS,Franklin County Airport,US,35.204754,-85.899052
UOX,KUOX,University Oxford Airport,US,34.384300231934,-89.536796569824
KUP,KUP,Kupiano Airport,PG,-10.0736,148.218
UTM,KUTA,Tunica Municipal Airport,US,34.68505,-90.347757
HTV,KUTS,Huntsville Regional Airport,US,30.7469005585,-95.5871963501
NPT,KUUU,Newport State Airport,US,41.532398,-71.281502
UVA,KUVA,Garner Field,US,29.2112998962,-99.743598938
RKH,KUZA,Rock Hill - York County Airport,US,34.9878006,-81.05719757
VAD,KVAD,Moody Air Force Base,US,30.9678001404,-83.1930007935
LLY,KVAY,South Jersey Regional Airport,US,39.942902,-74.845703
VBG,KVBG,Vandenberg Space Force Base,US,34.737301,-120.584
VCT,KVCT,Victoria Regional Airport,US,28.85260009765625,-96.9185028076172
VCV,KVCV,Southern California Logistics Airport,US,34.597499847399995,-117.383003235
VDI,KVDI,Vidalia Regional Airport,US,32.192699432373,-82.371200561523
KVE,KVE,Kitava Airport,PG,-8.6285,151.327
VEL,KVEL,Vernal Regional Airport,US,40.436214,-109.511661
VGT,KVGT,North Las Vegas Metropolitan International Airport,US,36.210701,-115.194
VHN,KVHN,Culberson County Airport,US,31.057800292969,-104.78399658203
VIH,KVIH,Rolla National Airport,US,38.127399,-91.769501
VIS,KVIS,Visalia Municipal Airport,US,36.318699,-119.392998
VJI,KVJI,Virginia Highlands Airport,US,36.687099,-82.033302
VKS,KVKS,Vicksburg Municipal Airport,US,32.23929977417,-90.928398132324
VLA,KVLA,Vandalia Municipal Airport,US,38.991501,-89.166199
VLD,KVLD,Valdosta Regional Airport,US,30.78249931335449,-83.27670288085938
VNC,KVNC,Venice Municipal Airport,US,27.070541,-82.440815
VNY,KVNY,Van Nuys Airport,US,34.209800720215,-118.48999786377
VOK,KVOK,Volk Field,US,43.938999176025,-90.253402709961
VPS,KVPS,Destin-Fort Walton Beach Airport,US,30.4832,-86.525398
VPZ,KVPZ,Porter County Municipal Airport,US,41.45399857,-87.00710297
VQQ,KVQQ,Cecil Airport,US,30.2187,-81.876701
VRB,KVRB,Vero Beach Regional Airport,US,27.6556,-80.417901
VSF,KVSF,Hartness State Airport,US,43.343601,-72.517303
VTN,KVTN,Miller Field,US,42.856211,-100.549192
VYS,KVYS,Illinois Valley Regional Airport Walter A Duncan Field,US,41.351898,-89.153099
GTY,KW05,Gettysburg Regional Airport,US,39.841222,-77.274699
SQV,KW28,Sequim Valley Airport,US,48.098098754883,-123.18699645996
PGC,KW99,Grant County Airport,US,38.9948997498,-79.1458969116
WAL,KWAL,Wallops Flight Facility Airport,US,37.940813,-75.462255
WAY,KWAY,Greene County Airport,US,39.90112,-80.130733
WBW,KWBW,Wilkes Barre Wyoming Valley Airport,US,41.2971992493,-75.8511962891
WDG,KWDG,Enid Woodring Regional Airport,US,36.3791999817,-97.7910995483
WDR,KWDR,Barrow County Airport,US,33.98289871,-83.66739655
WEA,KWEA,Parker County Airport,US,32.7463,-97.682404
KWF,KWF,Waterfall Seaplane Base,US,55.296299,-133.242996
WHP,KWHP,Whiteman Airport,US,34.2593,-118.413002
WJF,KWJF,General William J Fox Airfield,US,34.7411,-118.219002
WLD,KWLD,Strother Field,US,37.168598,-97.037598
WLW,KWLW,Willows Glenn County Airport,US,39.51639938,-122.2180023
WMC,KWMC,Winnemucca Municipal Airport,US,40.8965988159,-117.805999756
KWP,KWP,West Point Village Seaplane Base,US,57.7700996399,-153.548995972
WRB,KWRB,Robins Air Force Base,US,32.640099,-83.591904
WRI,KWRI,Mc Guire Air Force Base,US,40.0155983,-74.59169769
WRL,KWRL,Worland Municipal Airport,US,43.965698,-107.950996
WST,KWST,Westerly State Airport,US,41.349602,-71.803398
WVI,KWVI,Watsonville Municipal Airport,US,36.9356994629,-121.790000916
WVL,KWVL,Waterville Robert Lafleur Airport,US,44.5331993103,-69.6754989624
WWD,KWWD,Cape May County Airport,US,39.0084991455,-74.9083023071
WWR,KWWR,West Woodward Airport,US,36.438,-99.5226667
KWY,KWY,Kiwayu Airport,KE,-1.96056,41.297501
WYS,KWYS,Yellowstone Airport,US,44.6884,-111.117996
KYO,KX39,Tampa North Aero Park Airport,US,28.2213001251,-82.37449646
KXA,KXA,Kasaan Seaplane Base,US,55.537399,-132.397995
XNA,KXNA,Northwest Arkansas National Airport,US,36.281898,-94.306801
XWA,KXWA,Williston Basin International Airport,US,48.258387,-103.748797
WBK,KY31,West Branch Community Airport,US,44.244801,-84.179802
YIP,KYIP,Willow Run Airport,US,42.23789978,-83.53040314
YKM,KYKM,Yakima Air Terminal McAllister Field,US,46.56819916,-120.5439987
YKN,KYKN,Chan Gurney Municipal Airport,US,42.916698455811,-97.385902404785
YNG,KYNG,Youngstown Warren Regional Airport,US,41.26070023,-80.67910004
ATX,KZ-ATX,Atbasar Airport,KZ,51.852306,68.366892
KZB,KZB,Zachar Bay Seaplane Base,US,57.553001,-153.746052
ZPH,KZPH,Zephyrhills Municipal Airport,US,28.228201,-82.155899
ZZV,KZZV,Zanesville Municipal Airport,US,39.9444007874,-81.89209747310001
PGS,L37,Grand Canyon Caverns Airport,US,35.528301,-113.247002
BOR,LA-0006,Bokeo International Airport,LA,20.323986,100.165392
LAC,LAC,Layang-Layang Airport,MY,7.37157,113.844002
KFZ,LAKU,Kukës International Airport,AL,42.035802,20.415955
TIA,LATI,Tirana International Airport Mother Teresa,AL,41.4147,19.7206
BOJ,LBBG,Burgas Airport,BG,42.569917,27.515173
GOZ,LBGO,Gorna Oryahovitsa Airport,BG,43.151402,25.7129
LBH,LBH,Palm Beach Seaplane Base,AU,-33.5871,151.3234
LBM,LBM,Luabo Airport,MZ,-18.4139,36.1068
PDV,LBPD,Plovdiv International Airport,BG,42.067799,24.8508
ROU,LBRS,Ruse Airport,BG,43.694801,26.0567
SOF,LBSF,Sofia Airport,BG,42.696357,23.417671
SZR,LBSZ,Stara Zagora Airport,BG,42.3766667,25.655
VAR,LBWN,Varna Airport,BG,43.232101,27.8251
ECN,LCEN,Nicosia (Lefkoşa) Ercan International Airport,CY,35.152337,33.506584
GEC,LCGK,Lefkoniko Airport / Geçitkale Air Base,CY,35.23591,33.720088
LCA,LCLK,Larnaca International Airport,CY,34.875099,33.624901
LCP,LCP,Loncopue Airport,AR,-38.081902,-70.643898
PFO,LCPH,Paphos International Airport,CY,34.717999,32.485699
AKT,LCRA,RAF Akrotiri,CY,34.590401,32.9879
DBV,LDDU,Dubrovnik Ruđer Bošković Airport,HR,42.562247,18.265543
LSZ,LDLO,Lošinj Airport,HR,44.566985,14.393883
OSI,LDOS,Osijek Airport,HR,45.462355,18.811278
PUY,LDPL,Pula Airport,HR,44.893501,13.9222
RJK,LDRI,Rijeka Airport,HR,45.2169,14.5703
BWK,LDSB,Brač Airport,HR,43.284454,16.678362
SPU,LDSP,Split Airport,HR,43.538898,16.298
LDW,LDW,Lansdowne Airport,AU,-17.6128,126.743
ZAG,LDZA,Zagreb Franjo Tuđman International Airport,HR,45.742901,16.0688
ZAD,LDZD,Zadar Airport,HR,44.094988,15.354879
ABC,LEAB,Albacete Airport / Los Llanos Air Base,ES,38.948502,-1.86352
ALC,LEAL,Alicante-Elche Miguel Hernández Airport,ES,38.2822,-0.558156
LEI,LEAM,Almería Airport,ES,36.843899,-2.3701
OVD,LEAS,Asturias Airport,ES,43.563599,-6.03462
ODB,LEBA,Córdoba Airport,ES,37.841999,-4.84888
BIO,LEBB,Bilbao Airport,ES,43.301102,-2.91061
RGS,LEBG,Burgos Airport,ES,42.357601,-3.62076
BCN,LEBL,Josep Tarradellas Barcelona-El Prat Airport,ES,41.2971,2.07846
BJZ,LEBZ,Badajoz Airport,ES,38.8913,-6.82133
CDT,LECH,Castellón-Costa Azahar Airport,ES,40.213889,0.073333
LCG,LECO,A Coruña Airport,ES,43.302101,-8.37726
ILD,LEDA,Lleida-Alguaire Airport,ES,41.728185,0.535023
GRO,LEGE,Girona-Costa Brava Airport,ES,41.904639,2.761774
GRX,LEGR,F.G.L. Airport Granada-Jaén Airport,ES,37.188702,-3.77736
HSK,LEHC,Huesca-Pirineos Airport,ES,42.076099,-0.316667
IBZ,LEIB,Ibiza Airport,ES,38.872898,1.37312
XRY,LEJR,Jerez Airport,ES,36.744598,-6.06011
LEN,LELN,León Int'l Airport,ES,42.589001,-5.65556
RJL,LELO,Logroño-Agoncillo Airport,ES,42.460953,-2.322235
MAD,LEMD,Adolfo Suárez Madrid–Barajas Airport,ES,40.471926,-3.56264
AGP,LEMG,Málaga-Costa del Sol Airport,ES,36.6749,-4.49911
MAH,LEMH,Menorca Airport,ES,39.862598,4.21865
RMU,LEMI,Región de Murcia International Airport,ES,37.803,-1.125
OZP,LEMO,Moron Air Base,ES,37.17490005493164,-5.615940093994141
LEO,LEO,Lekoni Airport,GA,-1.5724,14.2878
PMI,LEPA,Palma de Mallorca Airport,ES,39.551701,2.73881
PNA,LEPP,Pamplona Airport,ES,42.77,-1.64633
CQM,LERL,Ciudad Real International Airport,ES,38.856479,-3.969944
REU,LERS,Reus Airport,ES,41.1474,1.16717
ROZ,LERT,Rota Naval Station Airport,ES,36.645198822,-6.34946012497
SLM,LESA,Salamanca Airport,ES,40.952099,-5.50199
EAS,LESO,San Sebastián Airport,ES,43.356499,-1.79061
SCQ,LEST,Santiago-Rosalía de Castro Airport,ES,42.896301,-8.41514
LEU,LESU,Pirineus - la Seu d'Urgel Airport,ES,42.3386,1.40917
TEV,LETL,Teruel Airport,ES,40.410269,-1.217366
TOJ,LETO,Madrid–Torrejón Airport / Torrejón Air Base,ES,40.487875,-3.456808
VLC,LEVC,Valencia Airport,ES,39.4893,-0.481625
VLL,LEVD,Valladolid Airport,ES,41.7061,-4.85194
VIT,LEVT,Vitoria Airport,ES,42.882801,-2.72447
VGO,LEVX,Vigo Airport,ES,42.2318,-8.62677
SDR,LEXJ,Seve Ballesteros-Santander Airport,ES,43.427101,-3.82001
ZAZ,LEZG,Zaragoza Airport,ES,41.666199,-1.04155
SVQ,LEZL,Sevilla Airport,ES,37.417999,-5.89311
DPE,LFAB,Dieppe-Saint-Aubin Airport,FR,49.884662,1.08101
CQF,LFAC,Calais-Dunkerque Airport,FR,50.962101,1.95476
BYF,LFAQ,Albert-Picardie Airport,FR,49.970049,2.693939
LTQ,LFAT,Le Touquet-Côte d'Opale Airport,FR,50.518284,1.621656
AGF,LFBA,Agen-La Garenne Airport,FR,44.174171,0.59309
BOD,LFBD,Bordeaux-Mérignac Airport,FR,44.8283,-0.715556
EGC,LFBE,Bergerac Dordogne Périgord Airport,FR,44.825298,0.518611
CNG,LFBG,Cognac-Châteaubernard (BA 709) Air Base,FR,45.658298,-0.3175
LRH,LFBH,La Rochelle-Île de Ré Airport,FR,46.179199,-1.19528
PIS,LFBI,Poitiers-Biard Airport,FR,46.5877,0.306666
MCU,LFBK,Montluçon-Guéret Airport,FR,46.222599,2.36396
LIG,LFBL,Limoges Airport,FR,45.862801,1.17944
NIT,LFBN,Niort - Marais Poitevin Airport,FR,46.313477,-0.394529
TLS,LFBO,Toulouse-Blagnac Airport,FR,43.629101,1.36382
PUF,LFBP,Pau Pyrénées Airport,FR,43.380001,-0.418611
LDE,LFBT,Tarbes-Lourdes-Pyrénées Airport,FR,43.178699,-0.006439
ANG,LFBU,Angoulême-Brie-Champniers Airport,FR,45.729198,0.221456
PGX,LFBX,Périgueux-Bassillac Airport,FR,45.198101,0.815556
BIQ,LFBZ,Biarritz-Anglet-Bayonne Airport,FR,43.468333,-1.531111
ZAO,LFCC,Aérodrome de Cahors-Lalbenque,FR,44.351398,1.47528
LBI,LFCI,Albi-Le Séquestre Airport,FR,43.913898,2.11306
DCM,LFCK,Castres-Mazamet Airport,FR,43.556301,2.28918
RDZ,LFCR,Rodez–Aveyron Airport,FR,44.407902,2.48267
RYN,LFCY,Royan-Médis Airport,FR,45.628101,-0.9725
RCO,LFDN,Rochefort-Saint-Agnant (BA 721) Airport,FR,45.887798,-0.983056
BIC,LFEA,Aérodrome de Belle Île,FR,47.325256,-3.201255
OUI,LFEC,Ouessant Airport,FR,48.4632,-5.06358
IDY,LFEY,Île d'Yeu Airport,FR,46.717641,-2.392544
CMR,LFGA,Colmar-Houssen Airport,FR,48.109901,7.35901
DLE,LFGJ,Dole-Jura Airport,FR,47.038955,5.427589
MVV,LFHM,Megève Altiport,FR,45.823005,6.649406
OBS,LFHO,Aubenas-South Ardèche Airport,FR,44.544367,4.372194
LPY,LFHP,Le Puy-Loudes Airfield,FR,45.0807,3.76289
AHZ,LFHU,L'Alpe d'Huez - Henri Giraud Altiport,FR,45.087399,6.083604
ETZ,LFJL,Metz-Nancy-Lorraine Airport,FR,48.982101,6.25132
ANE,LFJR,Angers-Loire Airport,FR,47.560299,-0.312222
BIA,LFKB,Bastia-Poretta Airport,FR,42.55270004272461,9.48373031616211
CLY,LFKC,Calvi-Sainte-Catherine Airport,FR,42.524444,8.793056
FSC,LFKF,Figari Sud-Corse Airport,FR,41.500599,9.09778
AJA,LFKJ,Ajaccio-Napoléon Bonaparte Airport,FR,41.92359924316406,8.8029203414917
PRP,LFKO,Propriano Airport,FR,41.660599,8.88975
SOZ,LFKS,Solenzara (BA 126) Air Base,FR,41.9244,9.406
MFX,LFKX,Méribel Altiport,FR,45.407505,6.577597
AUF,LFLA,Auxerre-Branches Airport,FR,47.850201,3.49711
CMF,LFLB,Chambéry Savoie Mont Blanc Airport,FR,45.6381,5.88023
CFE,LFLC,Clermont-Ferrand Auvergne Airport,FR,45.786701,3.16917
BOU,LFLD,Bourges Airport,FR,47.060158,2.369633
CVF,LFLJ,Courchevel Altiport,FR,45.397531,6.63498
LYS,LFLL,Lyon Saint-Exupéry Airport,FR,45.725996,5.090139
SYT,LFLN,Saint-Yan Airport,FR,46.414019,4.014177
RNE,LFLO,Roanne-Renaison Airport,FR,46.053818,3.999023
NCY,LFLP,Annecy Haute-Savoie Mont Blanc Airport,FR,45.928947,6.0987
GNB,LFLS,Grenoble Alpes Isère Airport,FR,45.3629,5.32937
VAF,LFLU,Valence-Chabeuil Airport,FR,44.9216,4.9699
VHY,LFLV,Vichy-Charmeil Airport,FR,46.16969,3.403637
AUR,LFLW,Aurillac Airport,FR,44.89139938354492,2.4219400882720947
CHR,LFLX,Châteauroux-Déols Marcel Dassault Airport,FR,46.860221,1.728326
LYN,LFLY,Lyon Bron Airport,FR,45.727947,4.943991
CEQ,LFMD,Cannes-Mandelieu Airport,FR,43.547998,6.955176
EBU,LFMH,Saint-Étienne-Bouthéon Airport,FR,45.5406,4.29639
CCF,LFMK,Carcassonne Airport,FR,43.216,2.30632
MRS,LFML,Marseille Provence Airport,FR,43.438088,5.2125
NCE,LFMN,Nice-Côte d'Azur Airport,FR,43.658401,7.21587
PGF,LFMP,Perpignan-Rivesaltes (Llabanère) Airport,FR,42.740398,2.87067
CTT,LFMQ,Le Castellet Airport,FR,43.252499,5.78519
BAE,LFMR,Barcelonnette - Saint-Pons Airfield,FR,44.387198,6.608831
MPL,LFMT,Montpellier-Méditerranée Airport,FR,43.576199,3.96301
BZR,LFMU,Béziers-Vias Airport,FR,43.323502,3.3539
AVN,LFMV,Avignon-Caumont Airport,FR,43.907299,4.90183
GAT,LFNA,Gap-Tallard Airfield,FR,44.455002,6.03778
MEN,LFNB,Mende-Brenoux Airfield,FR,44.502102,3.53282
SCP,LFNC,Mont-Dauphin Saint-Crépin Airfield,FR,44.701698,6.60028
BVA,LFOB,Paris-Beauvais Airport,FR,49.454399,2.11278
EVX,LFOE,Évreux-Fauville (BA 105) Air Base,FR,49.028702,1.21986
LEH,LFOH,Le Havre-Octeville Airport,FR,49.534038,0.088406
XCR,LFOK,Châlons-Vatry Airport,FR,48.77333,4.20611
LSO,LFOO,Les Sables-d'Olonne Talmont Airport,FR,46.476898,-1.72278
URO,LFOP,Rouen Vallée de Seine Airport,FR,49.384887,1.179142
TUF,LFOT,Tours Val de Loire Airport,FR,47.432201,0.727606
CET,LFOU,Cholet Le Pontreau Airfield,FR,47.0821,-0.877064
LVA,LFOV,Laval-Entrammes Airport,FR,48.032208,-0.743999
ORE,LFOZ,Orléans–Saint-Denis-de-l'Hôtel Airport,FR,47.897758,2.164478
LBG,LFPB,Paris-Le Bourget Airport,FR,48.969398,2.44139
CSF,LFPC,Creil Air Base,FR,49.253502,2.51914
CDG,LFPG,Charles de Gaulle International Airport,FR,49.012798,2.55
TNF,LFPN,Toussus-le-Noble Airport,FR,48.7519,2.10619
ORY,LFPO,Paris-Orly Airport,FR,48.72333,2.37944
POX,LFPT,Pontoise-Cormeilles Aerodrome,FR,49.096064,2.035543
VIY,LFPV,Vélizy-Villacoublay Air Base,FR,48.774406,2.203102
NVS,LFQG,Nevers-Fourchambault Airport,FR,47.002913,3.113114
LIL,LFQQ,Lille Airport,FR,50.563332,3.086886
HZB,LFQT,Merville-Calonne Airport,FR,50.618401,2.64224
BES,LFRB,Brest Bretagne Airport,FR,48.447899,-4.41854
CER,LFRC,Cherbourg-Maupertus Airport,FR,49.650101,-1.47028
DNR,LFRD,Dinard-Pleurtuit-Saint-Malo Airport,FR,48.5877,-2.07996
LBY,LFRE,La Baule-Escoublac Airport,FR,47.289398,-2.34639
GFR,LFRF,Granville Airport,FR,48.883099,-1.56417
DOL,LFRG,Deauville-Normandie Airport,FR,49.365237,0.154481
LRT,LFRH,Lorient South Brittany (Bretagne Sud) Airport,FR,47.760601,-3.44
EDM,LFRI,La Roche-sur-Yon Airport,FR,46.7019,-1.37863
LDV,LFRJ,Landivisiau Air Base,FR,48.5303,-4.15164
CFR,LFRK,Caen-Carpiquet Airport,FR,49.17678,-0.454883
LME,LFRM,Le Mans-Arnage Airport,FR,47.948604,0.201702
RNS,LFRN,Rennes-Saint-Jacques Airport,FR,48.0695,-1.73479
LAI,LFRO,Lannion-Côte de Granit Airport,FR,48.754398,-3.47166
UIP,LFRQ,Quimper-Cornouaille Airport,FR,47.973031,-4.169655
NTE,LFRS,Nantes Atlantique Airport,FR,47.153198,-1.61073
SBK,LFRT,Saint-Brieuc-Armor Airport,FR,48.538628,-2.853518
MXN,LFRU,Morlaix-Ploujean Airport,FR,48.6031990051,-3.81577992439
VNE,LFRV,Vannes-Meucon Airport,FR,47.723301,-2.71856
SNR,LFRZ,Saint-Nazaire-Montoir Airport,FR,47.31142,-2.152634
BSL,LFSB,EuroAirport Basel-Mulhouse-Freiburg,FR,47.60068,7.521117
DIJ,LFSD,Dijon-Bourgogne Airport,FR,47.268902,5.09
EPL,LFSG,Épinal-Mirecourt Airport,FR,48.325001,6.06998
BVE,LFSL,Brive-Souillac,FR,45.039722,1.485556
ENC,LFSN,Nancy-Essey Airport,FR,48.692101,6.23046
SXB,LFST,Strasbourg Airport,FR,48.53829956054688,7.628230094909668
TLN,LFTH,Toulon-Hyères Airport,FR,43.097301,6.14603
FNI,LFTW,Nîmes-Arles-Camargue Airport,FR,43.757401,4.41635
LTT,LFTZ,La Môle-Saint-Tropez Airport,FR,43.205399,6.482
MQC,LFVM,Miquelon Airport,PM,47.095501,-56.380299
FSP,LFVP,St Pierre Airport,PM,46.76290130615234,-56.173099517822266
PYR,LGAD,Andravida Air Base,GR,37.9207,21.292601
AXD,LGAL,Alexandroupoli Democritus Airport,GR,40.8559,25.956301
ATH,LGAV,Athens Eleftherios Venizelos International Airport,GR,37.936401,23.9445
VOL,LGBL,Nea Anchialos National Airport,GR,39.219601,22.7943
LGE,LGE,Mulan Airport,AU,-20.1089,127.619
JKH,LGHI,Chios Island National Airport,GR,38.34320068359375,26.140600204467773
JIK,LGIK,Ikaria Airport,GR,37.6827011108,26.3470993042
IOA,LGIO,Ioannina King Pyrrhus National Airport,GR,39.6964,20.8225
HER,LGIR,Heraklion International Nikos Kazantzakis Airport,GR,35.339699,25.1803
KSO,LGKA,Kastoria National Airport Aristotle,GR,40.446301,21.2822
KIT,LGKC,Kithira Airport,GR,36.2742996216,23.0170001984
EFL,LGKF,Kefallinia Airport,GR,38.12009811401367,20.5004997253418
KZS,LGKJ,Kastelorizo Airport,GR,36.141701,29.576401
KLX,LGKL,Kalamata Airport,GR,37.06829833984375,22.02549934387207
KGS,LGKO,Kos Airport,GR,36.794523,27.09115
AOK,LGKP,Karpathos Airport,GR,35.421398,27.146
CFU,LGKR,Corfu Ioannis Kapodistrias International Airport,GR,39.601898,19.911699
KSJ,LGKS,Kasos Airport,GR,35.4213981628,26.9099998474
KVA,LGKV,Kavala Alexander the Great International Airport,GR,40.9133,24.6192
JKL,LGKY,Kalymnos Airport,GR,36.9632987976,26.9405994415
KZI,LGKZ,Kozani National Airport Filippos,GR,40.286098,21.840799
LRS,LGLE,Leros Airport,GR,37.184898,26.800301
LXS,LGLM,Limnos Airport,GR,39.917098999,25.236299514799995
LRA,LGLR,Larissa Air Base,GR,39.650253,22.4655
JMK,LGMK,Mykonos Island National Airport,GR,37.435101,25.348101
MLO,LGML,Milos Airport,GR,36.696899,24.4769
MJT,LGMT,Mytilene International Airport,GR,39.057272,26.598887
JNX,LGNX,Naxos Island National Airport,GR,37.0811,25.368099
PAS,LGPA,Paros National Airport,GR,37.020495,25.113195
JTY,LGPL,Astypalaia Airport,GR,36.5798988342,26.3757991791
PVK,LGPZ,Aktion National Airport,GR,38.925499,20.765301
RHO,LGRP,Diagoras Airport,GR,36.405399,28.086201
GPA,LGRX,Patras Araxos Agamemnon Airport,GR,38.1511,21.4256
CHQ,LGSA,Chania International Airport,GR,35.5317,24.1497
JSI,LGSK,Skiathos Island National Airport,GR,39.177101,23.5037
SMI,LGSM,Samos Airport,GR,37.689999,26.911699
